timestamp,end_to_end_latency_ms,inference_latency_ms,end_to_end_fps,inference_fps
2026-05-26 20:39:43.951,92.31,79.759,9.654,9.658
2026-05-26 20:39:44.056,94.47,81.658,9.649,9.649
2026-05-26 20:39:44.160,91.969,79.825,9.673,9.674
2026-05-26 20:39:44.262,92.131,79.297,9.672,9.675
2026-05-26 20:39:44.364,91.786,79.203,9.673,9.671
2026-05-26 20:39:44.465,91.595,78.97,9.676,9.676
2026-05-26 20:39:44.581,104.752,91.655,9.637,9.635
2026-05-26 20:39:44.683,92.077,79.817,9.643,9.638
2026-05-26 20:39:44.789,93.956,80.884,9.638,9.645
2026-05-26 20:39:44.893,95.276,83.013,9.64,9.633
2026-05-26 20:39:45.013,109.033,96.184,9.588,9.585
2026-05-26 20:39:45.115,91.628,79.115,9.592,9.593
2026-05-26 20:39:45.219,92.278,79.483,9.59,9.59
2026-05-26 20:39:45.336,106.002,93.719,9.545,9.546
2026-05-26 20:39:45.439,91.937,79.254,9.543,9.549
2026-05-26 20:39:45.542,92.133,79.921,9.547,9.543
2026-05-26 20:39:45.646,92.286,79.744,9.548,9.548
2026-05-26 20:39:45.752,95.742,83.187,9.533,9.536
2026-05-26 20:39:45.854,91.237,78.927,9.543,9.544
2026-05-26 20:39:45.957,91.641,78.729,9.543,9.545
2026-05-26 20:39:46.059,92.068,79.446,9.549,9.544
2026-05-26 20:39:46.161,92.137,79.444,9.549,9.547
2026-05-26 20:39:46.264,91.984,79.218,9.544,9.548
2026-05-26 20:39:46.367,92.222,79.485,9.548,9.546
2026-05-26 20:39:46.469,92.491,80.118,9.552,9.545
2026-05-26 20:39:46.571,92.144,79.326,9.553,9.55
2026-05-26 20:39:46.675,92.048,79.205,9.548,9.555
2026-05-26 20:39:46.780,94.312,82.03,9.553,9.547
2026-05-26 20:39:46.883,92.036,79.138,9.552,9.553
2026-05-26 20:39:46.987,92.293,80.167,9.553,9.552
2026-05-26 20:39:47.090,92.35,80.071,9.56,9.558
2026-05-26 20:39:47.194,92.545,80.041,9.557,9.558
2026-05-26 20:39:47.296,91.893,79.641,9.559,9.557
2026-05-26 20:39:47.399,92.394,79.888,9.554,9.557
2026-05-26 20:39:47.503,92.051,79.721,9.548,9.553
2026-05-26 20:39:47.606,92.514,80.32,9.587,9.586
2026-05-26 20:39:47.709,91.931,79.546,9.583,9.588
2026-05-26 20:39:47.816,95.844,83.19,9.579,9.578
